variable,value,count
county_ansi,69161.0,3120
county_ansi,69162.0,1212
county_ansi,69163.0,1350
county_ansi,69164.0,2280
county_ansi,69165.0,1250
county_ansi,69166.0,1232
county_ansi,69167.0,880
county_ansi,69168.0,474
county_ansi,69169.0,368
county_ansi,69170.0,308
county_ansi,69171.0,1032
county_ansi,69172.0,1606
county_ansi,69173.0,665
county_ansi,69174.0,775
county_ansi,69175.0,704
county_ansi,69176.0,1664
county_ansi,69177.0,12210
county_ansi,69178.0,2440
county_ansi,69179.0,2480
county_ansi,69180.0,896
county_ansi,69181.0,18624
county_ansi,69182.0,850
county_ansi,69183.0,1640
county_ansi,69895.0,1588
county_ansi,69896.0,9802
county_ansi,69897.0,3364
county_ansi,69898.0,2535
county_ansi,69899.0,1293
county_ansi,69900.0,684
county_ansi,69901.0,3615
county_ansi,69902.0,1465
county_ansi,69903.0,406
county_ansi,69904.0,1848
county_ansi,69905.0,14280
county_ansi,69906.0,31893
county_ansi,69907.0,600
county_ansi,69908.0,1428
county_ansi,82850.0,2520
county_ansi,83331.0,501
county_ansi,161526.0,286
county_ansi,161527.0,638
county_ansi,161528.0,109
county_ansi,161529.0,90
county_ansi,161530.0,281
county_ansi,161531.0,187
county_ansi,161532.0,117
county_ansi,161533.0,188
county_ansi,161534.0,184
county_ansi,161535.0,400
county_ansi,161536.0,260
county_ansi,161537.0,191
county_ansi,161538.0,279
county_ansi,161539.0,201
county_ansi,161540.0,123
county_ansi,161541.0,237
county_ansi,161542.0,424
county_ansi,161543.0,382
county_ansi,161544.0,189
county_ansi,161545.0,432
county_ansi,161546.0,69
county_ansi,161547.0,261
county_ansi,161548.0,180
county_ansi,161549.0,292
county_ansi,161550.0,646
county_ansi,161551.0,438
county_ansi,161552.0,156
county_ansi,161553.0,312
county_ansi,161554.0,237
county_ansi,161555.0,770
county_ansi,161556.0,188
county_ansi,161557.0,54
county_ansi,161558.0,72
county_ansi,161559.0,141
county_ansi,161560.0,276
county_ansi,161561.0,569
county_ansi,161562.0,2272
county_ansi,161563.0,348
county_ansi,161564.0,612
county_ansi,161565.0,204
county_ansi,161566.0,110
county_ansi,161567.0,207
county_ansi,161568.0,82
county_ansi,161569.0,137
county_ansi,161570.0,699
county_ansi,161572.0,142
county_ansi,161573.0,236
county_ansi,161574.0,246
county_ansi,161575.0,1728
county_ansi,161576.0,332
county_ansi,161577.0,1135
county_ansi,161578.0,444
county_ansi,161579.0,58
county_ansi,161580.0,84
county_ansi,161581.0,216
county_ansi,161582.0,384
county_ansi,161583.0,227
county_ansi,161584.0,677
county_ansi,161585.0,135
county_ansi,161586.0,223
county_ansi,161587.0,334
county_ansi,161588.0,325
county_ansi,161589.0,796
county_ansi,161590.0,223
county_ansi,161591.0,307
county_ansi,161592.0,355
county_ansi,164997.0,448
county_ansi,198116.0,1050
county_ansi,198118.0,2547
county_ansi,198121.0,10
county_ansi,198122.0,910
county_ansi,198123.0,30
county_ansi,198125.0,18
county_ansi,198130.0,40
county_ansi,198131.0,8696
county_ansi,198132.0,8
county_ansi,198133.0,505
county_ansi,198134.0,60
county_ansi,198135.0,1452
county_ansi,198142.0,2
county_ansi,198145.0,2908
county_ansi,198149.0,12
county_ansi,198150.0,1032
county_ansi,198153.0,32
county_ansi,198154.0,228
county_ansi,198155.0,2
county_ansi,198163.0,16
county_ansi,198167.0,10
county_ansi,198171.0,2
county_ansi,198173.0,10
county_ansi,198174.0,40
county_ansi,198177.0,48
county_ansi,217269.0,124
county_ansi,217270.0,3146
county_ansi,217271.0,276
county_ansi,293656.0,1254
county_ansi,294452.0,180
county_ansi,295724.0,26
county_ansi,295725.0,90
county_ansi,295726.0,353
county_ansi,295727.0,115
county_ansi,295728.0,163
county_ansi,295729.0,160
county_ansi,295730.0,210
county_ansi,295731.0,88
county_ansi,295732.0,20
county_ansi,295733.0,144
county_ansi,295734.0,64
county_ansi,295735.0,104
county_ansi,295736.0,56
county_ansi,295737.0,954
county_ansi,295738.0,280
county_ansi,295739.0,936
county_ansi,295740.0,171
county_ansi,295741.0,2638
county_ansi,295742.0,477
county_ansi,295743.0,117
county_ansi,295744.0,585
county_ansi,295745.0,2393
county_ansi,295746.0,108
county_ansi,295747.0,2342
county_ansi,295748.0,1070
county_ansi,295749.0,840
county_ansi,295750.0,6739
county_ansi,295751.0,298
county_ansi,295752.0,469
county_ansi,295753.0,9840
county_ansi,295754.0,1014
county_ansi,295755.0,3768
county_ansi,295756.0,254
county_ansi,295757.0,4984
county_ansi,295758.0,3154
county_ansi,295759.0,403
county_ansi,295760.0,99
county_ansi,295761.0,10350
county_ansi,295762.0,96
county_ansi,303633.0,40
county_ansi,303634.0,160
county_ansi,303665.0,1228
county_ansi,306909.0,44
county_ansi,306910.0,245
county_ansi,306911.0,88
county_ansi,306912.0,48
county_ansi,306913.0,18
county_ansi,306914.0,82
county_ansi,306915.0,178
county_ansi,306916.0,3062
county_ansi,306917.0,45
county_ansi,306918.0,250
county_ansi,306919.0,146
county_ansi,306920.0,63
county_ansi,306921.0,1464
county_ansi,306922.0,1000
county_ansi,307624.0,1739
county_ansi,307626.0,76
county_ansi,308371.0,570
county_ansi,308372.0,271
county_ansi,308547.0,203
county_ansi,308548.0,252
county_ansi,308549.0,88
county_ansi,308550.0,210
county_ansi,308551.0,2357
county_ansi,326638.0,288
county_ansi,326650.0,988
county_ansi,326666.0,856
county_ansi,326700.0,288
county_ansi,326713.0,224
county_ansi,326719.0,188
county_ansi,326720.0,664
county_ansi,326757.0,292
county_ansi,326781.0,652
county_ansi,342832.0,200
county_ansi,342852.0,160
county_ansi,342918.0,352
county_ansi,342985.0,112
county_ansi,343073.0,336
county_ansi,343153.0,240
county_ansi,343238.0,120
county_ansi,343365.0,608
county_ansi,343390.0,244
county_ansi,343504.0,308
county_ansi,343585.0,276
county_ansi,343645.0,484
county_ansi,343835.0,668
county_ansi,343878.0,352
county_ansi,343936.0,908
county_ansi,344074.0,88
county_ansi,344088.0,52
county_ansi,344090.0,316
county_ansi,344107.0,232
county_ansi,344129.0,36
county_ansi,344156.0,88
county_ansi,344784.0,200
county_ansi,344805.0,132
county_ansi,345041.0,584
county_ansi,345220.0,140
county_ansi,345255.0,428
county_ansi,345367.0,360
county_ansi,345456.0,188
county_ansi,345499.0,232
county_ansi,345518.0,232
county_ansi,345642.0,256
county_ansi,345714.0,264
county_ansi,345784.0,160
county_ansi,345923.0,48
county_ansi,346008.0,180
county_ansi,346144.0,92
county_ansi,346482.0,220
county_ansi,346568.0,396
county_ansi,346664.0,136
county_ansi,346759.0,116
county_ansi,346824.0,224
county_ansi,346892.0,784
county_ansi,346957.0,108
county_ansi,347067.0,144
county_ansi,347246.0,168
county_ansi,347360.0,104
county_ansi,347445.0,244
county_ansi,347451.0,36
county_ansi,347456.0,228
county_ansi,347465.0,280
county_ansi,347505.0,112
county_ansi,347508.0,376
county_ansi,347593.0,36
county_ansi,347654.0,56
county_ansi,347777.0,48
county_ansi,347828.0,328
county_ansi,347944.0,564
county_ansi,348092.0,32
county_ansi,348102.0,116
county_ansi,348116.0,356
county_ansi,348209.0,320
county_ansi,348428.0,200
county_ansi,348672.0,260
county_ansi,348794.0,500
county_ansi,348865.0,2052
county_ansi,349086.0,196
county_ansi,349113.0,312
county_ansi,349230.0,572
county_ansi,349324.0,224
county_ansi,349570.0,1020
county_ansi,349912.0,756
county_ansi,350028.0,32
county_ansi,350204.0,352
county_ansi,350219.0,644
county_ansi,350302.0,804
county_ansi,350496.0,392
county_ansi,350547.0,40
county_ansi,350608.0,368
county_ansi,350637.0,460
county_ansi,351012.0,32
county_ansi,351094.0,480
county_ansi,351252.0,176
county_ansi,351259.0,852
county_ansi,351260.0,416
county_ansi,351261.0,376
county_ansi,351262.0,108
county_ansi,351263.0,132
county_ansi,351264.0,720
county_ansi,351265.0,208
county_ansi,351278.0,96
county_ansi,351285.0,160
county_ansi,351312.0,108
county_ansi,351383.0,344
county_ansi,351489.0,40
county_ansi,351604.0,428
county_ansi,351605.0,96
county_ansi,351606.0,80
county_ansi,351607.0,188
county_ansi,351608.0,108
county_ansi,352213.0,520
county_ansi,352234.0,224
county_ansi,352238.0,172
county_ansi,352242.0,224
county_ansi,352276.0,176
county_ansi,352287.0,44
county_ansi,352295.0,132
county_ansi,352302.0,300
county_ansi,353055.0,540
county_ansi,353193.0,264
county_ansi,353230.0,332
county_ansi,353513.0,836
county_ansi,353665.0,900
county_ansi,354216.0,396
county_ansi,356672.0,432
county_ansi,356774.0,880
county_ansi,356886.0,164
county_ansi,356958.0,272
county_ansi,356976.0,544
county_ansi,357095.0,752
county_ansi,357196.0,28
county_ansi,357428.0,1568
county_ansi,357592.0,648
county_ansi,357722.0,380
county_ansi,357747.0,236
county_ansi,358024.0,3036
county_ansi,365280.0,828
county_ansi,365281.0,22344
county_ansi,365282.0,1584
county_ansi,365283.0,3276
county_ansi,422247.0,5
county_ansi,424202.0,74
county_ansi,424206.0,14
county_ansi,424208.0,9
county_ansi,424210.0,21
county_ansi,424232.0,25
county_ansi,424235.0,3
county_ansi,424243.0,25
county_ansi,424254.0,4
county_ansi,424255.0,1
county_ansi,424257.0,64
county_ansi,424258.0,5
county_ansi,424260.0,5
county_ansi,424261.0,22
county_ansi,424266.0,1
county_ansi,424270.0,41
county_ansi,424286.0,11
county_ansi,450335.0,177
county_ansi,450336.0,177
county_ansi,450337.0,66
county_ansi,450338.0,57
county_ansi,450341.0,69
county_ansi,450348.0,351
county_ansi,450349.0,84
county_ansi,450350.0,180
county_ansi,450351.0,54
county_ansi,450352.0,69
county_ansi,450353.0,51
county_ansi,450369.0,102
county_ansi,450372.0,90
county_ansi,450376.0,72
county_ansi,450382.0,369
county_ansi,450399.0,78
county_ansi,450400.0,39
county_ansi,450403.0,45
county_ansi,450405.0,159
county_ansi,450406.0,57
county_ansi,451665.0,60
county_ansi,451675.0,120
county_ansi,451679.0,54
county_ansi,451684.0,36
county_ansi,452855.0,672
county_ansi,516847.0,56
county_ansi,516848.0,108
county_ansi,516849.0,56
county_ansi,516850.0,48
county_ansi,516851.0,340
county_ansi,516852.0,131
county_ansi,516853.0,234
county_ansi,516854.0,663
county_ansi,516855.0,84
county_ansi,516856.0,329
county_ansi,516857.0,188
county_ansi,516858.0,52
county_ansi,516859.0,86
county_ansi,516861.0,505
county_ansi,516862.0,80
county_ansi,516863.0,99
county_ansi,516864.0,200
county_ansi,516865.0,498
county_ansi,516866.0,26
county_ansi,516867.0,89
county_ansi,516868.0,182
county_ansi,516869.0,28
county_ansi,516870.0,498
county_ansi,516871.0,167
county_ansi,516872.0,82
county_ansi,516873.0,48
county_ansi,516874.0,66
county_ansi,516875.0,41
county_ansi,516876.0,1788
county_ansi,516877.0,36
county_ansi,516879.0,49
county_ansi,516880.0,1273
county_ansi,516881.0,89
county_ansi,516882.0,161
county_ansi,516883.0,307
county_ansi,516884.0,56
county_ansi,516885.0,50
county_ansi,516886.0,30
county_ansi,516887.0,127
county_ansi,516888.0,254
county_ansi,516889.0,132
county_ansi,516890.0,50
county_ansi,516891.0,240
county_ansi,516892.0,90
county_ansi,516893.0,415
county_ansi,516894.0,253
county_ansi,516895.0,167
county_ansi,516897.0,587
county_ansi,516898.0,151
county_ansi,516899.0,44
county_ansi,516900.0,356
county_ansi,516901.0,52
county_ansi,516902.0,394
county_ansi,516903.0,213
county_ansi,516904.0,64
county_ansi,516905.0,1435
county_ansi,516906.0,196
county_ansi,516907.0,189
county_ansi,516908.0,38
county_ansi,516909.0,196
county_ansi,516910.0,24
county_ansi,516912.0,157
county_ansi,516913.0,336
county_ansi,516915.0,77
county_ansi,516916.0,39
county_ansi,516917.0,151
county_ansi,516918.0,49
county_ansi,516919.0,477
county_ansi,516920.0,127
county_ansi,516921.0,182
county_ansi,516922.0,67
county_ansi,516923.0,76
county_ansi,516924.0,80
county_ansi,516925.0,396
county_ansi,516926.0,96
county_ansi,516927.0,75
county_ansi,516928.0,44
county_ansi,516929.0,60
county_ansi,516931.0,99
county_ansi,516932.0,29
county_ansi,516933.0,61
county_ansi,516935.0,241
county_ansi,516936.0,252
county_ansi,516937.0,74
county_ansi,516938.0,43
county_ansi,516939.0,307
county_ansi,516940.0,98
county_ansi,516942.0,88
county_ansi,516943.0,213
county_ansi,516944.0,373
county_ansi,516946.0,807
county_ansi,516948.0,52
county_ansi,516949.0,71
county_ansi,516950.0,65
county_ansi,516951.0,379
county_ansi,516952.0,143
county_ansi,516953.0,48
county_ansi,516954.0,12
county_ansi,516955.0,255
county_ansi,516956.0,82
county_ansi,516957.0,36
county_ansi,516958.0,158
county_ansi,516959.0,136
county_ansi,516960.0,309
county_ansi,516961.0,92
county_ansi,516962.0,270
county_ansi,516963.0,138
county_ansi,516964.0,156
county_ansi,516966.0,104
county_ansi,558065.0,16
county_ansi,558453.0,12
county_ansi,558458.0,246
county_ansi,558505.0,4
county_ansi,558576.0,8
county_ansi,559517.0,22
county_ansi,559528.0,4
county_ansi,559538.0,12
county_ansi,581286.0,144
county_ansi,581288.0,715
county_ansi,581290.0,100
county_ansi,581291.0,150
county_ansi,581299.0,116
county_ansi,581301.0,241
county_ansi,596115.0,224
county_ansi,606929.0,344
county_ansi,606930.0,21
county_ansi,606932.0,82
county_ansi,606939.0,1490
county_ansi,659447.0,216
county_ansi,659448.0,52
county_ansi,659449.0,105
county_ansi,659450.0,41
county_ansi,659451.0,32
county_ansi,659452.0,105
county_ansi,659453.0,33
county_ansi,659454.0,55
county_ansi,659455.0,55
county_ansi,659456.0,141
county_ansi,659457.0,32
county_ansi,659458.0,51
county_ansi,659459.0,180
county_ansi,659460.0,28
county_ansi,659461.0,10
county_ansi,659462.0,40
county_ansi,659463.0,74
county_ansi,659464.0,219
county_ansi,659465.0,43
county_ansi,659466.0,223
county_ansi,659467.0,50
county_ansi,659468.0,198
county_ansi,659469.0,69
county_ansi,659470.0,58
county_ansi,659471.0,94
county_ansi,659472.0,1083
county_ansi,659473.0,42
county_ansi,659474.0,45
county_ansi,659475.0,39
county_ansi,659476.0,45
county_ansi,659477.0,63
county_ansi,659478.0,54
county_ansi,659479.0,67
county_ansi,659480.0,66
county_ansi,659481.0,34
county_ansi,659482.0,41
county_ansi,659483.0,30
county_ansi,659484.0,22
county_ansi,659485.0,14
county_ansi,659486.0,38
county_ansi,659487.0,69
county_ansi,659488.0,21
county_ansi,659489.0,70
county_ansi,659490.0,49
county_ansi,659491.0,48
county_ansi,659492.0,45
county_ansi,659493.0,25
county_ansi,659494.0,47
county_ansi,659495.0,84
county_ansi,659496.0,49
county_ansi,659497.0,60
county_ansi,659498.0,58
county_ansi,659499.0,46
county_ansi,659500.0,107
county_ansi,659501.0,109
county_ansi,659502.0,41
county_ansi,659503.0,64
county_ansi,659504.0,31
county_ansi,659505.0,123
county_ansi,659506.0,26
county_ansi,659507.0,200
county_ansi,659508.0,18
county_ansi,659509.0,59
county_ansi,659510.0,62
county_ansi,659511.0,73
county_ansi,659512.0,52
county_ansi,659513.0,37
county_ansi,659514.0,80
county_ansi,659515.0,57
county_ansi,659516.0,15
county_ansi,659517.0,130
county_ansi,659518.0,27
county_ansi,659519.0,36
county_ansi,659520.0,28
county_ansi,659521.0,45
county_ansi,659522.0,20
county_ansi,659523.0,34
county_ansi,659524.0,45
county_ansi,659525.0,33
county_ansi,659526.0,192
county_ansi,659527.0,23
county_ansi,659528.0,58
county_ansi,659529.0,66
county_ansi,659530.0,81
county_ansi,659531.0,60
county_ansi,662850.0,213
county_ansi,663198.0,45
county_ansi,695726.0,15
county_ansi,695727.0,34
county_ansi,695728.0,61
county_ansi,695729.0,9
county_ansi,695730.0,36
county_ansi,695731.0,42
county_ansi,695732.0,22
county_ansi,695733.0,45
county_ansi,695734.0,16
county_ansi,695735.0,8
county_ansi,695736.0,39
county_ansi,695737.0,18
county_ansi,695738.0,41
county_ansi,695739.0,29
county_ansi,695740.0,23
county_ansi,695741.0,90
county_ansi,695742.0,66
county_ansi,695743.0,76
county_ansi,695744.0,49
county_ansi,695745.0,16
county_ansi,695746.0,28
county_ansi,695747.0,87
county_ansi,695748.0,360
county_ansi,695749.0,46
county_ansi,695750.0,24
county_ansi,695751.0,4
county_ansi,695752.0,60
county_ansi,695753.0,51
county_ansi,695754.0,31
county_ansi,695755.0,35
county_ansi,695756.0,46
county_ansi,695757.0,191
county_ansi,695758.0,22
county_ansi,695759.0,49
county_ansi,695760.0,58
county_ansi,695761.0,102
county_ansi,695762.0,60
county_ansi,695763.0,40
county_ansi,695764.0,64
county_ansi,695765.0,36
county_ansi,695766.0,37
county_ansi,695767.0,28
county_ansi,695768.0,190
county_ansi,695769.0,155
county_ansi,695770.0,109
county_ansi,695771.0,39
county_ansi,695772.0,44
county_ansi,695773.0,193
county_ansi,695774.0,18
county_ansi,695775.0,87
county_ansi,695776.0,34
county_ansi,695777.0,46
county_ansi,695778.0,15
county_ansi,695779.0,153
county_ansi,695780.0,32
county_ansi,695781.0,94
county_ansi,695782.0,49
county_ansi,695783.0,18
county_ansi,695784.0,32
county_ansi,695785.0,30
county_ansi,695786.0,25
county_ansi,695787.0,31
county_ansi,695788.0,40
county_ansi,695789.0,20
county_ansi,695790.0,61
county_ansi,695791.0,20
county_ansi,695792.0,36
county_ansi,695793.0,52
county_ansi,695794.0,36
county_ansi,695795.0,31
county_ansi,695796.0,40
county_ansi,695797.0,46
county_ansi,695798.0,35
county_ansi,695799.0,17
county_ansi,695800.0,21
county_ansi,695801.0,21
county_ansi,695802.0,62
county_ansi,695803.0,49
county_ansi,711755.0,48
county_ansi,711756.0,43
county_ansi,711757.0,27
county_ansi,711758.0,35
county_ansi,793926.0,222
county_ansi,857664.0,366
county_ansi,858608.0,4563
county_ansi,858615.0,140
county_ansi,858638.0,38
county_ansi,858640.0,8
county_ansi,858641.0,7
county_ansi,858642.0,112
county_ansi,858643.0,567
county_ansi,858644.0,56
county_ansi,858645.0,405
county_ansi,858646.0,42
county_ansi,863219.0,216
county_ansi,863310.0,179
county_ansi,863368.0,111
county_ansi,863599.0,40
county_ansi,863600.0,9030
county_ansi,863992.0,23
county_ansi,882230.0,7380
county_ansi,882278.0,9556
county_ansi,915980.0,185
county_ansi,929104.0,266
county_ansi,929106.0,48
county_ansi,929107.0,274
county_ansi,929108.0,24
county_ansi,929109.0,584
county_ansi,929110.0,60
county_ansi,929111.0,25
county_ansi,929112.0,78
county_ansi,929113.0,863
county_ansi,929114.0,74
county_ansi,929115.0,24
county_ansi,929116.0,119
county_ansi,929117.0,84
county_ansi,933051.0,168
county_ansi,933052.0,212
county_ansi,933053.0,98
county_ansi,933054.0,24
county_ansi,933055.0,8
county_ansi,933056.0,83
county_ansi,933057.0,44
county_ansi,933322.0,1130
county_ansi,936829.0,147
county_ansi,936844.0,354
county_ansi,974101.0,715
county_ansi,974104.0,3810
county_ansi,974141.0,829
county_ansi,1008531.0,3552
county_ansi,1008532.0,784
county_ansi,1008533.0,189
county_ansi,1008534.0,377
county_ansi,1008535.0,710
county_ansi,1008536.0,711
county_ansi,1008538.0,10908
county_ansi,1008539.0,1328
county_ansi,1008540.0,3729
county_ansi,1008541.0,1007
county_ansi,1008542.0,292
county_ansi,1008543.0,2245
county_ansi,1008544.0,1125
county_ansi,1008545.0,896
county_ansi,1008546.0,468
county_ansi,1008547.0,1208
county_ansi,1008548.0,4942
county_ansi,1008549.0,594
county_ansi,1008550.0,5148
county_ansi,1008551.0,950
county_ansi,1008552.0,10708
county_ansi,1008553.0,720
county_ansi,1008554.0,6665
county_ansi,1008555.0,272
county_ansi,1008556.0,496
county_ansi,1008557.0,517
county_ansi,1008558.0,19112
county_ansi,1008559.0,1093
county_ansi,1008560.0,1208
county_ansi,1008561.0,3912
county_ansi,1008562.0,3210
county_ansi,1008563.0,780
county_ansi,1008564.0,394
county_ansi,1008565.0,1404
county_ansi,1008566.0,628
county_ansi,1008567.0,1150
county_ansi,1008568.0,1496
county_ansi,1008569.0,2420
county_ansi,1008570.0,21558
county_ansi,1008571.0,684
county_ansi,1008572.0,560
county_ansi,1008573.0,2771
county_ansi,1008574.0,1562
county_ansi,1008575.0,658
county_ansi,1008576.0,2772
county_ansi,1008577.0,880
county_ansi,1008578.0,3597
county_ansi,1008579.0,680
county_ansi,1008580.0,1352
county_ansi,1008581.0,740
county_ansi,1008582.0,908
county_ansi,1008583.0,2788
county_ansi,1008584.0,1275
county_ansi,1008585.0,987
county_ansi,1008586.0,2159
county_ansi,1008587.0,1282
county_ansi,1008588.0,336
county_ansi,1008589.0,780
county_ansi,1008590.0,4232
county_ansi,1008591.0,448
county_ansi,1008592.0,37484
county_ansi,1008593.0,224
county_ansi,1008594.0,1760
county_ansi,1008595.0,1169
county_ansi,1008596.0,1039
county_ansi,1008597.0,204
county_ansi,1008598.0,616
county_ansi,1023355.0,401
county_ansi,1025822.0,461
county_ansi,1025833.0,1109
county_ansi,1025834.0,384
county_ansi,1025836.0,1156
county_ansi,1025841.0,256
county_ansi,1025844.0,1204
county_ansi,1026123.0,2080
county_ansi,1026124.0,4759
county_ansi,1026125.0,611
county_ansi,1026126.0,252
county_ansi,1026127.0,858
county_ansi,1026128.0,3015
county_ansi,1026129.0,946
county_ansi,1026130.0,1082
county_ansi,1026131.0,1045
county_ansi,1026132.0,1033
county_ansi,1026133.0,630
county_ansi,1026327.0,4957
county_ansi,1026328.0,465
county_ansi,1026329.0,3925
county_ansi,1026330.0,778
county_ansi,1026331.0,168
county_ansi,1026332.0,186
county_ansi,1026333.0,1479
county_ansi,1026334.0,754
county_ansi,1026335.0,265
county_ansi,1026336.0,1326
county_ansi,1026337.0,1775
county_ansi,1026338.0,434
county_ansi,1026339.0,2099
county_ansi,1026340.0,2200
county_ansi,1026341.0,1938
county_ansi,1101788.0,204
county_ansi,1101789.0,108
county_ansi,1101790.0,102
county_ansi,1101791.0,48
county_ansi,1101792.0,24
county_ansi,1101793.0,12
county_ansi,1101794.0,132
county_ansi,1101795.0,48
county_ansi,1101796.0,66
county_ansi,1101797.0,366
county_ansi,1101798.0,162
county_ansi,1101799.0,102
county_ansi,1101800.0,36
county_ansi,1101801.0,987
county_ansi,1101803.0,756
county_ansi,1101804.0,72
county_ansi,1101805.0,96
county_ansi,1101806.0,66
county_ansi,1101807.0,90
county_ansi,1101808.0,186
county_ansi,1101809.0,54
county_ansi,1101810.0,6
county_ansi,1101812.0,138
county_ansi,1101813.0,240
county_ansi,1101815.0,18
county_ansi,1101816.0,12
county_ansi,1101817.0,78
county_ansi,1101818.0,102
county_ansi,1101819.0,111
county_ansi,1101820.0,30
county_ansi,1101821.0,156
county_ansi,1101822.0,90
county_ansi,1101824.0,84
county_ansi,1101825.0,114
county_ansi,1101826.0,168
county_ansi,1101827.0,318
county_ansi,1101828.0,294
county_ansi,1101830.0,66
county_ansi,1101832.0,90
county_ansi,1101833.0,60
county_ansi,1101835.0,180
county_ansi,1101836.0,102
county_ansi,1101837.0,180
county_ansi,1101838.0,204
county_ansi,1101839.0,18
county_ansi,1101840.0,66
county_ansi,1101841.0,156
county_ansi,1101842.0,6930
county_ansi,1101844.0,234
county_ansi,1101845.0,150
county_ansi,1101846.0,18
county_ansi,1101847.0,186
county_ansi,1101849.0,162
county_ansi,1101850.0,420
county_ansi,1101851.0,180
county_ansi,1101853.0,438
county_ansi,1101854.0,114
county_ansi,1101855.0,156
county_ansi,1101856.0,12
county_ansi,1101859.0,4068
county_ansi,1101860.0,30
county_ansi,1101861.0,54
county_ansi,1101862.0,36
county_ansi,1135845.0,314
county_ansi,1135846.0,434
county_ansi,1135847.0,906
county_ansi,1135848.0,389
county_ansi,1135849.0,808
county_ansi,1135850.0,64
county_ansi,1135851.0,115
county_ansi,1135852.0,69
county_ansi,1135853.0,2212
county_ansi,1135854.0,242
county_ansi,1135855.0,1571
county_ansi,1135856.0,642
county_ansi,1135857.0,1980
county_ansi,1135858.0,366
county_ansi,1135859.0,2803
county_ansi,1135860.0,99
county_ansi,1135861.0,3375
county_ansi,1135862.0,321
county_ansi,1135863.0,80
county_ansi,1135864.0,737
county_ansi,1135865.0,68
county_ansi,1135866.0,388
county_ansi,1155126.0,590
county_ansi,1155127.0,3559
county_ansi,1155128.0,407
county_ansi,1155129.0,578
county_ansi,1155130.0,1005
county_ansi,1155131.0,186
county_ansi,1155132.0,327
county_ansi,1155133.0,1165
county_ansi,1155134.0,707
county_ansi,1155135.0,204
county_ansi,1155136.0,376
county_ansi,1155137.0,2302
county_ansi,1156673.0,821
county_ansi,1164165.0,368
county_ansi,1219777.0,1493
county_ansi,1219778.0,3827
county_ansi,1219779.0,3022
county_ansi,1219781.0,15734
county_ansi,1219782.0,4435
county_ansi,1244251.0,3542
county_ansi,1244717.0,1930
county_ansi,1244832.0,895
county_ansi,1245489.0,4027
county_ansi,1245652.0,782
county_ansi,1245666.0,634
county_ansi,1247979.0,2718
county_ansi,1247980.0,295
county_ansi,1247981.0,3908
county_ansi,1247982.0,420
county_ansi,1247983.0,458
county_ansi,1247984.0,2517
county_ansi,1247985.0,1644
county_ansi,1247986.0,488
county_ansi,1247987.0,688
county_ansi,1247988.0,849
county_ansi,1247989.0,785
county_ansi,1247990.0,788
county_ansi,1247991.0,836
county_ansi,1247992.0,1130
county_ansi,1247993.0,452
county_ansi,1247998.0,3235
county_ansi,1247999.0,511
county_ansi,1248000.0,747
county_ansi,1248001.0,2799
county_ansi,1248002.0,1393
county_ansi,1248003.0,1219
county_ansi,1248004.0,760
county_ansi,1248005.0,3799
county_ansi,1248006.0,600
county_ansi,1248007.0,1183
county_ansi,1248008.0,1231
county_ansi,1248009.0,1311
county_ansi,1248010.0,586
county_ansi,1248011.0,472
county_ansi,1248012.0,511
county_ansi,1248013.0,1170
county_ansi,1248014.0,1266
county_ansi,1248015.0,2048
county_ansi,1248016.0,634
county_ansi,1248017.0,1298
county_ansi,1248018.0,840
county_ansi,1248019.0,3803
county_ansi,1248592.0,3009
county_ansi,1249299.0,4499
county_ansi,1252740.0,9717
county_ansi,1265759.0,18
county_ansi,1265760.0,14
county_ansi,1265763.0,6
county_ansi,1265764.0,55
county_ansi,1265770.0,1
county_ansi,1265772.0,355
county_ansi,1265779.0,12
county_ansi,1265791.0,22
county_ansi,1265812.0,8
county_ansi,1266972.0,3
county_ansi,1266974.0,1
county_ansi,1266983.0,8
county_ansi,1266998.0,1
county_ansi,1480091.0,149
county_ansi,1480095.0,21
county_ansi,1480097.0,324
county_ansi,1480098.0,19
county_ansi,1480107.0,42
county_ansi,1480119.0,65
county_ansi,1480120.0,10
county_ansi,1480124.0,61
county_ansi,1480135.0,18
county_ansi,1480136.0,9
county_ansi,1480138.0,27
county_ansi,1480141.0,186
county_ansi,1480147.0,26
county_ansi,1480151.0,24
county_ansi,1480157.0,80
county_ansi,1480165.0,56
county_ansi,1480166.0,22
county_ansi,1480173.0,18
county_ansi,1480179.0,67
county_ansi,1480182.0,15
county_ansi,1488970.0,132
county_ansi,1492442.0,49
county_ansi,1493928.0,30
county_ansi,1493961.0,90
county_ansi,1494109.0,3
county_ansi,1494551.0,51
county_ansi,1494761.0,14
county_ansi,1496705.0,49
county_ansi,1497573.0,57
county_ansi,1497748.0,124
county_ansi,1497999.0,20
county_ansi,1498359.0,42
county_ansi,1498417.0,18
county_ansi,1498420.0,112
county_ansi,1498422.0,38
county_ansi,1498425.0,6
county_ansi,1498428.0,30
county_ansi,1498430.0,140
county_ansi,1498431.0,34
county_ansi,1498434.0,12
county_ansi,1498435.0,45
county_ansi,1498436.0,60
county_ansi,1498556.0,891
county_ansi,1498559.0,3200
county_ansi,1498560.0,273
county_ansi,1498563.0,140
county_ansi,1500440.0,86
county_ansi,1500545.0,8
county_ansi,1500747.0,50
county_ansi,1500936.0,66
county_ansi,1501196.0,108
